policy_id,age,gender,marital_status,vehicle_age,vehicle_value,vehicle_type,policy_tenure,deductible,coverage_type,region,state,claim_type,at_fault,weather_condition,time_of_day,claim_amount
239,35,F,Married,5,10113.0,Sedan,0.0,250,Standard,Suburban,PA,Comprehensive,Yes,Clear,Morning,7861
240,57,F,Divorced,2,12915.0,SUV,4.0,2000,Basic,Suburban,GA,Collision,No,Clear,Night,3028
241,33,F,Married,6,11533.0,Truck,5.0,1000,Standard,Rural,IL,Comprehensive,Yes,Clear,Morning,6107
242,43,F,Single,5,25152.0,Sedan,8.0,500,Basic,Urban,FL,Collision,Yes,Rain,Night,7427
243,52,F,Married,3,58049.0,Truck,10.0,250,Basic,Rural,FL,Collision,Yes,Rain,Morning,9982
244,57,F,Married,6,32790.0,SUV,8.0,1000,Basic,Urban,IL,Collision,No,Clear,Afternoon,3733
245,26,F,Married,3,12530.0,Sedan,0.0,500,Premium,Suburban,GA,Liability,No,Clear,Evening,10782
246,39,M,Married,0,15565.0,Sports,1.0,1000,Standard,Urban,GA,Liability,No,Clear,Evening,6026
247,37,F,Married,1,17160.0,SUV,0.0,1000,Standard,Suburban,GA,Comprehensive,Yes,Clear,Night,6363
248,35,M,Married,1,26758.0,SUV,1.0,500,Standard,Urban,IL,Liability,No,Rain,Night,8570
249,71,M,Widowed,0,48321.0,SUV,0.0,500,Basic,Urban,FL,Liability,Yes,Rain,Afternoon,12675
250,51,F,Divorced,6,17436.0,Sedan,4.0,250,Standard,Urban,IL,Collision,No,Clear,Morning,5779
251,26,M,Married,2,47542.0,Sedan,5.0,2000,Basic,Suburban,TX,Collision,Yes,Clear,Evening,7743
252,58,M,Married,0,63067.0,Sedan,0.0,1000,Standard,Suburban,NY,Collision,Yes,Snow,Night,13082
253,76,F,Divorced,8,18491.0,Sedan,3.0,2000,Premium,Urban,NY,Collision,No,Clear,Night,6326
254,60,M,Divorced,5,18254.0,Sedan,0.0,250,Basic,Suburban,OH,Comprehensive,No,Clear,Morning,3166
255,22,M,Single,3,18392.0,Sedan,2.0,500,Standard,Urban,MI,Comprehensive,No,Clear,Night,4387
256,37,F,Married,1,22725.0,Sedan,1.0,1000,Standard,Rural,GA,Comprehensive,Yes,Clear,Night,5559
257,64,M,Married,0,18414.0,Sedan,25.0,250,Premium,Suburban,GA,Comprehensive,Yes,Clear,Afternoon,9793
258,34,M,Married,3,34272.0,SUV,10.0,1000,Premium,Urban,IL,Collision,No,Clear,Morning,6805
259,51,M,Single,10,10153.0,Sedan,0.0,1000,Basic,Suburban,NC,Collision,Yes,Clear,Afternoon,6194
260,56,M,Married,1,16859.0,SUV,9.0,2000,Premium,Rural,GA,Collision,Yes,Rain,Afternoon,8688
261,31,F,Married,4,25967.0,SUV,2.0,250,Standard,Suburban,FL,Comprehensive,No,Clear,Afternoon,4779
262,44,F,Married,16,34031.0,Truck,,1000,Premium,Suburban,NC,Collision,Yes,Fog,Afternoon,15125
263,18,M,Married,5,66015.0,SUV,3.0,2000,Basic,Urban,GA,Collision,No,Clear,Afternoon,3534
264,29,F,Single,2,11562.0,Sports,5.0,1000,Basic,Urban,MI,Collision,Yes,Rain,Night,8137
265,41,F,Divorced,6,15898.0,SUV,1.0,500,Basic,Suburban,FL,Comprehensive,Yes,Clear,Night,5160
266,26,M,Divorced,8,7092.0,Sedan,0.0,250,Standard,Suburban,TX,Liability,Yes,Clear,Night,13601
267,69,F,Married,4,12645.0,Sedan,2.0,2000,Premium,Urban,TX,Liability,Yes,Snow,Evening,14496
268,23,F,Divorced,10,9095.0,SUV,3.0,250,Basic,Urban,GA,Comprehensive,Yes,Clear,Afternoon,7812
269,38,F,Single,3,16972.0,SUV,3.0,2000,Basic,Suburban,NC,Comprehensive,Yes,Clear,Morning,3509
270,46,M,Married,8,19649.0,SUV,6.0,500,Basic,Suburban,GA,Collision,Yes,Rain,Afternoon,7638
271,66,M,Single,15,27853.0,SUV,0.0,1000,Standard,Urban,GA,Liability,No,Rain,Evening,8794
272,23,M,Married,3,18971.0,Sedan,17.0,1000,Basic,Suburban,NY,Collision,Yes,Snow,Morning,9417
273,62,M,Married,4,27860.0,Sports,18.0,2000,Standard,Rural,IL,Comprehensive,No,Snow,Evening,3138
274,45,F,Married,4,23319.0,SUV,0.0,500,Premium,Urban,FL,Collision,Yes,Rain,Morning,13706
275,30,M,Married,7,13138.0,SUV,1.0,1000,Standard,Rural,GA,Comprehensive,Yes,Clear,Evening,6644
276,51,F,Married,8,9479.0,Luxury,3.0,500,Premium,Urban,FL,Collision,Yes,Clear,Evening,15304
277,47,M,Married,0,29491.0,Truck,1.0,500,Standard,Rural,OH,Comprehensive,No,Clear,Evening,5598
278,35,M,Divorced,6,50173.0,SUV,2.0,1000,Basic,Suburban,PA,Collision,Yes,Clear,Afternoon,6732
279,46,F,Married,7,78252.0,Sports,1.0,250,Standard,Suburban,PA,Collision,Yes,Clear,Evening,12606
280,39,M,Single,6,35162.0,SUV,4.0,1000,Premium,Urban,CA,Liability,No,Clear,Morning,7834
281,46,F,Married,6,45649.0,SUV,1.0,500,Standard,Urban,GA,Collision,Yes,Clear,Morning,11458
282,54,M,Divorced,0,27742.0,Sports,2.0,500,Standard,Rural,NC,Liability,No,Clear,Night,6846
283,68,M,Married,2,25616.0,Sedan,3.0,1000,Standard,Rural,NY,Collision,Yes,Clear,Night,9701
284,26,F,Married,8,23283.0,SUV,13.0,500,Premium,Urban,NY,Comprehensive,No,Snow,Morning,8360
285,76,F,Married,13,20891.0,Sedan,4.0,250,Standard,Urban,GA,Liability,Yes,Snow,Night,19390
286,18,M,Married,1,29838.0,Truck,0.0,250,Standard,Urban,PA,Collision,Yes,Rain,Afternoon,13863
287,42,M,Single,4,16978.0,Sedan,1.0,500,Basic,Rural,GA,Collision,No,Clear,Afternoon,4642
288,53,F,Married,8,20461.0,SUV,2.0,500,Basic,Rural,OH,Liability,Yes,Fog,Night,11579
289,49,F,Single,6,12222.0,Sedan,5.0,1000,Standard,Urban,GA,Collision,No,Rain,Night,5203
290,35,F,Single,4,27930.0,Sedan,2.0,1000,Standard,Urban,NY,Comprehensive,Yes,Clear,Afternoon,7450
291,41,M,Single,0,13635.0,Luxury,4.0,500,Basic,Rural,TX,Liability,Yes,Clear,Morning,8048
292,37,F,Married,6,22401.0,Sedan,7.0,1000,Standard,Urban,CA,Collision,Yes,Clear,Morning,8768
293,36,M,Married,7,28289.0,Sedan,0.0,1000,Standard,Rural,IL,Comprehensive,No,Rain,Afternoon,3898
294,57,M,Widowed,6,,Sedan,5.0,250,Standard,Urban,MI,Comprehensive,Yes,Clear,Morning,6713
295,50,F,Married,7,32394.0,SUV,5.0,1000,Basic,Urban,MI,Collision,Yes,Clear,Morning,5837
296,34,M,Married,2,19798.0,Truck,6.0,250,Standard,Urban,NC,Comprehensive,Yes,Clear,Night,7095
297,58,M,Single,20,28086.0,Sports,12.0,500,Standard,Suburban,GA,Liability,No,Clear,Night,7860
298,49,M,Single,7,17269.0,Sedan,1.0,250,Premium,Urban,OH,Collision,Yes,Snow,Morning,16253
299,57,M,Divorced,4,8221.0,SUV,2.0,1000,Premium,Urban,CA,Collision,Yes,Clear,Night,10928
300,54,F,Married,13,28714.0,SUV,1.0,500,Basic,Suburban,MI,Collision,Yes,Snow,Afternoon,8926
301,32,F,Single,11,25571.0,SUV,1.0,250,Basic,Suburban,NY,Liability,Yes,Clear,Evening,9003
302,36,M,Married,8,36558.0,Truck,1.0,250,Standard,Rural,TX,Collision,Yes,Fog,Evening,13065
303,56,M,Married,4,21749.0,Truck,8.0,500,Standard,Suburban,NC,Comprehensive,No,Fog,Evening,5431
304,54,F,Divorced,3,9881.0,Sedan,0.0,1000,Standard,Urban,MI,Comprehensive,No,Rain,Afternoon,3739
305,44,F,Single,1,21040.0,Sedan,0.0,1000,Standard,Urban,FL,Collision,No,Rain,Evening,5318
306,46,M,Married,1,34313.0,Truck,3.0,250,Basic,Suburban,NC,Comprehensive,Yes,Clear,Morning,5194
307,64,F,Married,3,27945.0,SUV,5.0,250,Standard,Rural,IL,Collision,Yes,Clear,Evening,11189
308,36,F,Widowed,4,20468.0,SUV,4.0,1000,Standard,Suburban,TX,Liability,Yes,Clear,Night,10764
309,53,M,Divorced,1,9587.0,SUV,0.0,2000,Premium,Urban,MI,Liability,No,Fog,Night,7003
310,41,M,Single,12,13187.0,Sedan,2.0,1000,Premium,Suburban,NY,Collision,No,Clear,Afternoon,5587
311,41,M,Married,4,27962.0,SUV,0.0,1000,Premium,Urban,PA,Collision,No,Rain,Morning,7912
312,61,F,Married,3,9579.0,Sedan,17.0,1000,Standard,Suburban,GA,Collision,Yes,Clear,Evening,8297
313,57,M,Married,2,18786.0,SUV,27.0,250,Standard,Urban,FL,Collision,Yes,Clear,Morning,10830
314,57,M,Divorced,0,22453.0,Sedan,0.0,2000,Premium,Rural,NC,Collision,No,Clear,Morning,4581
315,64,M,Divorced,10,39142.0,Truck,4.0,250,Standard,Urban,NY,Collision,Yes,Clear,Evening,13161
316,45,F,Single,1,29948.0,Truck,6.0,1000,Standard,Urban,MI,Comprehensive,No,Rain,Afternoon,5484
317,55,M,Single,5,35646.0,SUV,1.0,2000,Standard,Urban,OH,Collision,No,Rain,Afternoon,4266
318,40,F,Married,4,25614.0,Sedan,4.0,500,Premium,Suburban,FL,Collision,Yes,Rain,Night,13958
319,49,F,Single,4,14433.0,Sedan,0.0,500,Standard,Urban,MI,Collision,Yes,Clear,Afternoon,9257
320,43,M,Single,3,16206.0,Sedan,0.0,1000,Premium,Urban,TX,Collision,Yes,Snow,Morning,12713
321,46,M,Married,1,13817.0,Sedan,10.0,1000,Standard,Suburban,NC,Collision,No,Clear,Morning,4126
322,53,M,Divorced,1,29595.0,Sedan,4.0,2000,Basic,Rural,NC,Comprehensive,No,Rain,Afternoon,2272
323,32,F,Single,3,15569.0,Truck,6.0,1000,Premium,Suburban,PA,Collision,Yes,Clear,Night,10499
324,76,M,Married,7,18087.0,Luxury,3.0,500,Standard,Urban,NY,Collision,No,Rain,Afternoon,8744
325,29,M,Single,2,22275.0,Sedan,0.0,500,Standard,Urban,TX,Comprehensive,Yes,Snow,Morning,9065
326,26,M,Single,1,50043.0,Sedan,1.0,1000,Standard,Urban,OH,Collision,Yes,Clear,Afternoon,11121
327,62,M,Married,0,30594.0,Sports,8.0,1000,Basic,Suburban,NY,Collision,Yes,Fog,Morning,8336
328,56,F,Single,5,14966.0,SUV,0.0,250,Basic,Urban,FL,Collision,Yes,Clear,Afternoon,7321
329,54,F,Divorced,2,23763.0,SUV,0.0,1000,Standard,Suburban,MI,Liability,Yes,Fog,Morning,14151
330,54,F,Divorced,0,50294.0,Luxury,1.0,2000,Premium,Suburban,TX,Collision,Yes,Clear,Morning,10571
331,44,M,Married,5,29959.0,SUV,1.0,1000,Basic,Suburban,TX,Liability,Yes,Clear,Afternoon,7881
332,31,M,Single,1,9905.0,SUV,0.0,250,Premium,Suburban,MI,Liability,Yes,Rain,Morning,18404
333,46,F,Married,3,13938.0,SUV,7.0,500,Premium,Rural,OH,Liability,Yes,Rain,Night,18637
334,34,M,Single,1,13413.0,Sedan,0.0,500,Premium,Urban,GA,Comprehensive,Yes,Clear,Afternoon,7911
335,59,F,Single,13,45268.0,SUV,7.0,1000,Standard,Suburban,MI,Collision,No,Snow,Morning,6553
336,42,M,Married,1,41280.0,Sedan,1.0,1000,Standard,Suburban,NY,Liability,Yes,Clear,Evening,11444
337,32,M,Married,2,16114.0,SUV,2.0,250,Basic,Urban,GA,Comprehensive,Yes,Snow,Evening,6479
338,40,F,Single,16,15941.0,Sedan,2.0,1000,Standard,Rural,FL,Comprehensive,Yes,Snow,Morning,6968
339,51,F,Single,1,22524.0,Sedan,4.0,1000,Standard,Suburban,MI,Comprehensive,Yes,Rain,Morning,7533
340,36,F,Divorced,5,22864.0,Sedan,5.0,500,Basic,Urban,OH,Collision,Yes,Snow,Afternoon,9662
341,32,M,Married,1,13613.0,Sedan,4.0,250,Premium,Suburban,GA,Collision,No,Clear,Afternoon,7087
342,48,M,Divorced,0,19446.0,Sedan,5.0,1000,Standard,Urban,MI,Liability,No,Snow,Night,6620
343,48,F,Widowed,4,10648.0,Truck,0.0,1000,Standard,Urban,IL,Liability,No,Clear,Morning,5594
344,37,F,Married,12,41612.0,SUV,2.0,1000,Standard,Urban,MI,Collision,Yes,Clear,Night,9937
345,37,F,Single,3,9134.0,Truck,2.0,1000,Standard,Urban,PA,Liability,Yes,Clear,Afternoon,10388
346,48,M,Married,4,9084.0,Truck,1.0,500,Standard,Suburban,FL,Collision,Yes,Clear,Afternoon,9006
347,23,F,Single,4,27378.0,Sedan,3.0,2000,Basic,Suburban,NY,Collision,Yes,Clear,Evening,8009
348,23,F,Single,2,11867.0,SUV,2.0,1000,Premium,Suburban,FL,Comprehensive,Yes,Clear,Night,9257
349,34,F,Married,4,17145.0,Truck,2.0,500,Standard,Suburban,CA,Comprehensive,Yes,Clear,Morning,8119
350,41,F,Married,1,22733.0,SUV,0.0,2000,Standard,Urban,TX,Liability,Yes,Clear,Morning,8526
351,49,M,Single,2,30873.0,Sports,2.0,2000,Standard,Urban,MI,Comprehensive,No,Rain,Night,3069
352,67,F,Married,2,19721.0,SUV,5.0,500,Standard,Urban,OH,Comprehensive,Yes,Clear,Night,9356
353,57,F,Married,9,53615.0,SUV,2.0,1000,Basic,Urban,MI,Liability,Yes,Clear,Evening,9732
354,42,F,Single,2,,Truck,2.0,250,Premium,Rural,FL,Comprehensive,Yes,Clear,Night,9301
355,44,F,Single,5,39950.0,Sedan,13.0,500,Premium,Suburban,CA,Collision,No,Clear,Afternoon,6705
356,29,F,Single,1,25318.0,SUV,8.0,500,Standard,Rural,IL,Comprehensive,Yes,Clear,Evening,7221
357,44,F,Married,1,63933.0,Sedan,10.0,500,Standard,Urban,CA,Liability,No,Snow,Morning,9150
358,40,M,Married,5,37390.0,Sedan,0.0,1000,Premium,Suburban,CA,Liability,No,Rain,Morning,9618
359,49,M,Married,7,22510.0,Sedan,3.0,1000,Premium,Urban,PA,Collision,No,Rain,Morning,6637
360,32,M,Married,3,30164.0,SUV,1.0,2000,Standard,Suburban,NC,Collision,No,Rain,Morning,4098
361,52,M,Single,2,19333.0,Truck,2.0,500,Basic,Suburban,CA,Collision,Yes,Snow,Night,9420
362,67,M,Single,12,19236.0,Sedan,4.0,1000,Basic,Suburban,OH,Liability,Yes,Rain,Evening,9242
363,43,M,Single,0,11479.0,Truck,3.0,1000,Standard,Suburban,TX,Liability,No,Rain,Evening,6997
364,51,M,Single,6,14703.0,Sedan,2.0,500,Premium,Suburban,MI,Collision,Yes,Clear,Night,12037
365,55,M,Single,5,61727.0,Sedan,6.0,1000,Standard,Suburban,GA,Comprehensive,No,Clear,Morning,5190
366,38,M,Married,5,12064.0,Sports,4.0,500,Standard,Urban,OH,Comprehensive,No,Rain,Afternoon,5705
367,48,M,Single,13,15871.0,Sedan,6.0,1000,Basic,Urban,TX,Comprehensive,No,Clear,Morning,2153
368,45,F,Married,6,21018.0,Sedan,10.0,2000,Basic,Urban,NC,Collision,Yes,Clear,Morning,4138
369,46,F,Married,1,21371.0,Sedan,4.0,1000,Basic,Suburban,OH,Liability,No,Clear,Evening,4137
370,33,M,Married,2,26685.0,Sedan,2.0,1000,Basic,Urban,TX,Comprehensive,No,Clear,Morning,2404
371,45,F,Single,2,17421.0,Sedan,0.0,500,Basic,Urban,TX,Liability,Yes,Clear,Evening,8256
372,52,F,Divorced,0,27520.0,Sedan,1.0,2000,Standard,Suburban,IL,Comprehensive,Yes,Clear,Afternoon,4732
373,66,M,Widowed,12,38995.0,SUV,2.0,1000,Standard,Suburban,IL,Liability,Yes,Rain,Morning,14982
374,59,F,Single,0,41494.0,Sedan,5.0,1000,Premium,Urban,NC,Comprehensive,No,Clear,Evening,4630
375,77,F,Married,6,19268.0,SUV,0.0,250,Premium,Urban,CA,Collision,No,Rain,Afternoon,10784
376,33,F,Divorced,6,29901.0,Sports,6.0,1000,Basic,Suburban,IL,Comprehensive,No,Clear,Afternoon,3321
377,58,M,Married,9,12418.0,Sedan,5.0,1000,Standard,Suburban,FL,Liability,No,Clear,Morning,6323
378,47,F,Married,4,15354.0,SUV,2.0,1000,Basic,Rural,FL,Collision,Yes,Clear,Night,5749
379,77,M,Married,6,12248.0,Sedan,2.0,250,Premium,Suburban,IL,Liability,Yes,Clear,Afternoon,20934
380,32,F,Married,1,21528.0,Sedan,0.0,1000,Standard,Rural,TX,Comprehensive,Yes,Clear,Morning,6344
381,32,F,Married,6,14334.0,Truck,1.0,250,Basic,Suburban,NY,Collision,No,Rain,Afternoon,5846
382,36,M,Divorced,2,10297.0,SUV,0.0,250,Standard,Suburban,NY,Liability,Yes,Clear,Afternoon,12471
383,18,F,Married,11,18160.0,Sedan,6.0,500,Premium,Suburban,NY,Comprehensive,No,Clear,Morning,5322
384,37,M,Single,0,9280.0,Sedan,2.0,250,Premium,Urban,TX,Liability,No,Clear,Evening,9219
385,33,F,Married,1,42770.0,Sedan,1.0,500,Standard,Urban,FL,Collision,Yes,Clear,Evening,10079
386,47,F,Married,3,16667.0,Truck,0.0,1000,Standard,Suburban,FL,Liability,No,Clear,Afternoon,6188
387,50,M,Single,7,36049.0,Truck,2.0,1000,Premium,Rural,GA,Liability,No,Snow,Evening,9162
388,73,F,Married,6,17222.0,Sedan,5.0,500,Premium,Suburban,GA,Comprehensive,No,Snow,Evening,6816
389,59,M,Divorced,1,12119.0,Sedan,5.0,1000,Premium,Urban,CA,Comprehensive,Yes,Clear,Evening,7893
390,36,M,Married,0,39646.0,Sedan,0.0,500,Premium,Suburban,NY,Comprehensive,No,Clear,Afternoon,5316
391,31,F,Single,1,23025.0,Truck,21.0,2000,Standard,Suburban,OH,Liability,No,Clear,Morning,6613
392,52,M,Single,3,56582.0,SUV,3.0,250,Premium,Suburban,CA,Liability,Yes,Rain,Afternoon,23195
393,25,F,Married,3,17443.0,Sedan,1.0,250,Standard,Urban,TX,Comprehensive,Yes,Clear,Evening,7872
394,72,M,Married,2,17633.0,Sedan,1.0,1000,Premium,Suburban,IL,Comprehensive,Yes,Rain,Evening,10332
395,62,M,Married,5,36402.0,Sedan,0.0,500,Standard,Suburban,OH,Collision,Yes,Clear,Afternoon,10324
396,37,F,Married,2,36529.0,Sedan,2.0,500,Standard,Suburban,OH,Collision,Yes,Clear,Evening,9731
397,19,M,Single,14,23782.0,Truck,5.0,500,Standard,Suburban,NC,Collision,No,Snow,Night,8060
398,65,F,Single,1,80000.0,Sedan,2.0,1000,Premium,Suburban,FL,Collision,Yes,Clear,Afternoon,15293
399,43,F,Married,4,19143.0,Sports,8.0,250,Basic,Urban,MI,Comprehensive,Yes,Snow,Evening,8204
400,63,F,Single,4,11675.0,SUV,2.0,1000,Premium,Rural,TX,Collision,Yes,Clear,Morning,13229
401,21,F,Divorced,1,13342.0,Sedan,9.0,500,Standard,Suburban,CA,Liability,No,Rain,Evening,8604
402,36,F,Single,2,19199.0,SUV,4.0,500,Standard,Suburban,GA,Comprehensive,Yes,Clear,Afternoon,7224
403,45,M,Married,2,47069.0,Sedan,0.0,500,Premium,Urban,OH,Liability,No,Clear,Afternoon,8644
404,45,F,Married,0,20066.0,Sedan,0.0,2000,Standard,Rural,NC,Collision,Yes,Rain,Evening,8294
405,38,M,Married,3,48195.0,Luxury,6.0,500,Premium,Urban,TX,Liability,No,Clear,Night,9560
406,54,F,Married,2,27370.0,SUV,1.0,500,Standard,Rural,NC,Liability,No,Clear,Night,7801
407,28,F,Married,0,37861.0,Sedan,0.0,500,Standard,Suburban,MI,Comprehensive,No,Snow,Afternoon,5757
408,42,F,Married,2,26731.0,Sedan,8.0,1000,Premium,Urban,GA,Liability,Yes,Clear,Evening,13403
409,46,F,Married,2,26625.0,Sedan,16.0,500,Premium,Urban,NY,Collision,Yes,Snow,Morning,16687
410,52,F,Married,0,32091.0,Sedan,6.0,1000,Basic,Suburban,MI,Collision,Yes,Snow,Evening,7442
411,55,F,Married,0,16591.0,Sedan,5.0,500,Standard,Suburban,NY,Comprehensive,No,Clear,Evening,3672
412,28,F,Married,5,16682.0,Sedan,0.0,1000,Standard,Suburban,NY,Comprehensive,No,Clear,Morning,3050
413,21,M,Married,6,26233.0,SUV,0.0,500,Premium,Suburban,IL,Collision,Yes,Clear,Morning,14627
414,64,M,Married,14,58136.0,Truck,4.0,500,Standard,Suburban,CA,Collision,No,Rain,Morning,7928
415,49,M,Divorced,0,10194.0,Sedan,2.0,1000,Standard,Suburban,IL,Collision,No,Clear,Night,4370
416,33,F,Married,0,7985.0,SUV,0.0,1000,Basic,Urban,NC,Liability,Yes,Clear,Evening,7680
417,68,M,Married,0,19305.0,Sedan,5.0,1000,Standard,Urban,NC,Comprehensive,Yes,Clear,Night,7119
418,46,M,Single,3,36879.0,Sedan,2.0,500,Basic,Suburban,NC,Collision,No,Clear,Evening,4489
419,62,M,Married,4,22599.0,SUV,4.0,500,Standard,Urban,FL,Liability,Yes,Rain,Morning,16241
420,46,F,Married,2,12275.0,Truck,2.0,1000,Basic,Urban,CA,Comprehensive,Yes,Clear,Night,4644
421,75,F,Divorced,7,22914.0,Sedan,0.0,250,Basic,Suburban,TX,Liability,No,Clear,Evening,6676
422,71,M,Married,5,9260.0,SUV,4.0,500,Premium,Urban,OH,Collision,No,Clear,Evening,9724
423,41,M,Married,20,30165.0,Luxury,6.0,1000,Standard,Urban,IL,Liability,Yes,Clear,Evening,13236
424,59,M,Single,0,18872.0,Truck,0.0,1000,Standard,Suburban,MI,Comprehensive,No,Clear,Evening,3266
425,54,M,Married,0,21141.0,Sedan,8.0,500,Basic,Urban,TX,Comprehensive,Yes,Clear,Evening,6507
426,65,M,Divorced,1,27271.0,Sedan,0.0,1000,Premium,Suburban,OH,Collision,Yes,Clear,Morning,12904
427,30,F,Single,0,24412.0,Luxury,2.0,2000,Standard,Rural,GA,Comprehensive,No,Clear,Morning,3953
428,55,F,Single,13,16803.0,Sedan,2.0,500,Basic,Urban,TX,Collision,Yes,Clear,Afternoon,6719
429,60,M,Married,1,36930.0,SUV,1.0,250,Basic,Urban,GA,Collision,Yes,Rain,Evening,8779
430,18,M,Married,4,32809.0,Sedan,2.0,500,Standard,Suburban,CA,Liability,Yes,Rain,Evening,17490
431,27,M,Married,1,9071.0,SUV,5.0,500,Standard,Rural,NC,Comprehensive,No,Rain,Night,4839
432,18,M,Married,1,19631.0,Sedan,5.0,1000,Basic,Suburban,NC,Liability,Yes,Fog,Morning,11146
433,40,M,Married,0,12834.0,SUV,10.0,500,Basic,Urban,NY,Comprehensive,Yes,Clear,Afternoon,6128
434,55,M,Single,1,11683.0,Sedan,7.0,500,Standard,Suburban,NC,Collision,No,Clear,Night,5327
435,67,M,Married,4,28783.0,SUV,16.0,500,Basic,Urban,IL,Liability,Yes,Rain,Night,11009
436,46,F,Single,17,17860.0,Sedan,3.0,500,Standard,Suburban,CA,Collision,No,Clear,Evening,5299
437,69,F,Married,4,20508.0,Sedan,2.0,500,Basic,Suburban,GA,Comprehensive,Yes,Fog,Evening,7274
438,24,F,Married,3,15758.0,SUV,1.0,500,Premium,Suburban,NY,Comprehensive,Yes,Clear,Night,9760
439,19,M,Divorced,0,26504.0,Luxury,1.0,1000,Standard,Urban,PA,Collision,Yes,Snow,Night,13453
440,44,F,Married,9,30920.0,Sports,0.0,500,Basic,Suburban,CA,Collision,No,Snow,Morning,4907
441,50,F,Married,0,65194.0,Sedan,5.0,500,Basic,Rural,MI,Comprehensive,Yes,Fog,Morning,5751
442,44,M,Married,11,20120.0,SUV,4.0,500,Standard,Rural,CA,Collision,Yes,Fog,Evening,11686
443,18,M,Single,3,10676.0,SUV,1.0,2000,Premium,Suburban,NC,Collision,Yes,Fog,Morning,12756
444,43,F,Single,0,17120.0,SUV,8.0,250,Standard,Urban,IL,Collision,No,Snow,Afternoon,7347
445,25,M,Divorced,3,33641.0,Truck,3.0,500,Basic,Urban,OH,Collision,No,Clear,Morning,5684
446,55,M,Divorced,20,14968.0,Luxury,0.0,500,Standard,Suburban,PA,Liability,No,Clear,Morning,6803
447,50,F,Widowed,1,10497.0,Sedan,0.0,2000,Standard,Suburban,FL,Comprehensive,Yes,Fog,Evening,5894
448,30,F,Single,1,15124.0,Truck,0.0,500,Standard,Suburban,MI,Liability,No,Clear,Afternoon,7575
449,37,M,Married,0,16870.0,Sedan,0.0,1000,Standard,Urban,PA,Liability,Yes,Snow,Evening,13169
450,29,F,Married,4,12818.0,Sports,8.0,500,Standard,Suburban,CA,Collision,Yes,Rain,Evening,11608
451,44,F,Married,0,24556.0,Truck,6.0,250,Premium,Urban,MI,Liability,Yes,Snow,Morning,20341
452,59,M,Married,7,21173.0,SUV,0.0,500,Premium,Suburban,MI,Collision,Yes,Rain,Afternoon,15293
453,30,F,Married,12,32690.0,Truck,1.0,1000,Standard,Urban,IL,Collision,Yes,Clear,Afternoon,10531
454,52,M,Married,13,17624.0,SUV,4.0,1000,Standard,Suburban,FL,Collision,Yes,Clear,Afternoon,8725
455,37,M,Single,0,29115.0,SUV,8.0,1000,Standard,Urban,IL,Collision,Yes,Rain,Afternoon,9883
456,33,F,Single,4,17220.0,Luxury,1.0,1000,Standard,Urban,FL,Collision,Yes,Clear,Morning,9992
457,43,M,Single,0,12521.0,Sedan,2.0,250,Basic,Suburban,FL,Liability,No,Clear,Evening,5433
458,29,M,Married,4,16789.0,Luxury,8.0,250,Standard,Suburban,FL,Collision,No,Clear,Morning,6935
459,36,M,Single,8,9807.0,Sedan,5.0,1000,Standard,Urban,FL,Comprehensive,No,Clear,Evening,3681
460,27,F,Married,3,53858.0,SUV,8.0,500,Standard,Suburban,IL,Collision,Yes,Clear,Night,12090
461,74,F,Married,10,23653.0,Sedan,1.0,2000,Standard,Urban,OH,Comprehensive,Yes,Snow,Morning,7468
462,45,M,Divorced,8,14798.0,Sedan,4.0,2000,Standard,Rural,OH,Comprehensive,No,Rain,Morning,2747
463,34,F,Divorced,1,18236.0,SUV,0.0,250,Basic,Rural,NY,Collision,No,Rain,Morning,4899
464,48,M,Single,4,6468.0,Sedan,3.0,1000,Basic,Urban,TX,Collision,Yes,Rain,Evening,5878
465,43,F,Single,0,45124.0,Luxury,1.0,250,Premium,Urban,GA,Collision,No,Rain,Afternoon,9751
466,41,M,Single,2,42970.0,Sedan,4.0,500,Standard,Rural,OH,Liability,Yes,Clear,Night,13173
467,54,F,Widowed,1,23243.0,Sedan,0.0,1000,Standard,Urban,NC,Comprehensive,Yes,Fog,Morning,6841
468,56,F,Married,13,,Sports,4.0,500,Standard,Urban,OH,Liability,Yes,Clear,Evening,13234
469,37,F,Single,2,11686.0,Truck,4.0,250,Basic,Rural,IL,Collision,No,Clear,Evening,4522
470,36,M,Divorced,5,12118.0,SUV,7.0,500,Premium,Rural,NC,Collision,Yes,Clear,Afternoon,12037
471,40,F,Married,6,9427.0,Sedan,4.0,250,Premium,Urban,GA,Collision,No,Snow,Morning,8199
472,18,M,Divorced,7,20322.0,Truck,2.0,500,Premium,Urban,NY,Liability,Yes,Clear,Morning,18263
473,22,F,Single,6,37440.0,Sedan,6.0,1000,Premium,Suburban,IL,Collision,Yes,Clear,Evening,13604
474,65,M,Married,1,18185.0,Luxury,1.0,1000,Standard,Urban,NY,Comprehensive,Yes,Clear,Evening,6686
475,69,M,Married,5,26208.0,SUV,4.0,1000,Premium,Suburban,MI,Collision,Yes,Fog,Afternoon,15645
476,41,M,Divorced,3,35933.0,Truck,5.0,500,Standard,Urban,NC,Liability,No,Rain,Morning,7794
477,53,M,Divorced,4,9778.0,Truck,1.0,500,Basic,Suburban,OH,Collision,Yes,Clear,Morning,6737
